District Code,SchoolCode,FAFSA SchoolName,ERDC SchoolTTL,FAFSA District,ERDC DistrictTTL,Horizons Partner,District,School,Students,Unmatched,Errors,NoSignature,Completed,School District Name,Year,Percent
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,66,37,0,0,28,Stevenson-Carson School District,2016-17,0.426
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,61,32,0,0,29,Stevenson-Carson School District,2017-18,0.475
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,68,42,0,0,26,Stevenson-Carson School District,2014-15,0.382352941
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,41,16,0,0,25,Stevenson-Carson School District,2022-23,0.609756098
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,58,32,0,0,26,Stevenson-Carson School District,2015-16,0.448275862
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,10,0,0,0,5,Federal Way School District,2016-17,0.543
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,10,0,0,0,7,Federal Way School District,2019-20,0.672
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,10,0,0,0,6,Federal Way School District,2021-22,0.64
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,10,0,0,0,6,Federal Way School District,2018-19,0.635
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,10,0,0,0,6,Federal Way School District,2017-18,0.637
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,10,0,0,0,6,Federal Way School District,2020-21,0.639
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,0,0,0,0,0,Federal Way School District,2015-16,0
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,0,0,0,0,0,Federal Way School District,2022-23,0
17210,1951,Support School,Support School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Support School,0,0,0,0,0,Federal Way School District,2014-15,0
17210,5473,TAFA at Saghalie,Technology Access Foundation Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,TAFA at Saghalie,21,0,0,0,14,Federal Way School District,2019-20,0.672
17210,5473,TAFA at Saghalie,Technology Access Foundation Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,TAFA at Saghalie,23,0,0,0,15,Federal Way School District,2021-22,0.64
17210,5473,TAFA at Saghalie,Technology Access Foundation Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,TAFA at Saghalie,24,0,0,0,15,Federal Way School District,2018-19,0.635
17210,5473,TAFA at Saghalie,Technology Access Foundation Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,TAFA at Saghalie,24,0,0,0,15,Federal Way School District,2017-18,0.637
17210,5473,TAFA at Saghalie,Technology Access Foundation Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,TAFA at Saghalie,25,0,0,0,16,Federal Way School District,2020-21,0.639
17210,5473,TAFA at Saghalie,Technology Access Foundation Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,TAFA at Saghalie,42,17,0,0,25,Federal Way School District,2022-23,0.595238095
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,459,156,13,0,249,Federal Way School District,2016-17,0.543
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,359,68,13,0,241,Federal Way School District,2019-20,0.672
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,388,103,0,20,248,Federal Way School District,2021-22,0.64
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,405,112,0,0,257,Federal Way School District,2018-19,0.635
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,354,123,0,0,225,Federal Way School District,2017-18,0.637
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,387,92,19,0,247,Federal Way School District,2020-21,0.639
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,427,209,0,11,207,Federal Way School District,2015-16,0.484777518
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,394,98,16,13,267,Federal Way School District,2022-23,0.677664975
17210,3584,Thomas Jefferson High School,Thomas Jefferson High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Thomas Jefferson High School,378,187,0,0,191,Federal Way School District,2014-15,0.505291005
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,381,115,0,0,207,Federal Way School District,2016-17,0.543
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,344,97,0,0,231,Federal Way School District,2019-20,0.672
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,290,90,0,13,186,Federal Way School District,2021-22,0.64
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,329,100,0,0,209,Federal Way School District,2018-19,0.635
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,338,88,0,0,215,Federal Way School District,2017-18,0.637
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,322,106,17,12,206,Federal Way School District,2020-21,0.639
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,381,121,0,11,249,Federal Way School District,2015-16,0.653543307
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,252,68,14,18,152,Federal Way School District,2022-23,0.603174603
17210,4570,Todd Beamer High School,Todd Beamer High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Todd Beamer High School,444,191,0,11,242,Federal Way School District,2014-15,0.545045045
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,10,0,0,0,8,Trout Lake School District,2017-18,0.769
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,10,0,0,0,6,Trout Lake School District,2016-17,0.583
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,10,0,0,0,9,Trout Lake School District,2018-19,0.909
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,11,0,0,0,9,Trout Lake School District,2019-20,0.846
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,12,0,0,0,10,Trout Lake School District,2021-22,0.857
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,14,0,0,0,12,Trout Lake School District,2020-21,0.824
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,12,0,0,0,12,Trout Lake School District,2015-16,1
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,0,0,0,0,0,Trout Lake School District,2022-23,0
20400,2676,Trout Lake School,Trout Lake School,Trout Lake School District,Trout Lake,ESD 112,Trout Lake School District,Trout Lake School,0,0,0,0,0,Trout Lake School District,2014-15,0
17406,5536,Tukwila Online Learning,Tukwila Online Learning,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Tukwila Online Learning,10,0,0,0,6,Tukwila School District,2018-19,0.63
17406,5536,Tukwila Online Learning,Tukwila Online Learning,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Tukwila Online Learning,10,0,0,0,8,Tukwila School District,2019-20,0.762
17406,5536,Tukwila Online Learning,Tukwila Online Learning,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Tukwila Online Learning,10,0,0,0,7,Tukwila School District,2020-21,0.721
17406,5536,Tukwila Online Learning,Tukwila Online Learning,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Tukwila Online Learning,10,0,0,0,7,Tukwila School District,2021-22,0.654
17406,5536,Tukwila Online Learning,Tukwila Online Learning,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Tukwila Online Learning,0,0,0,0,0,Tukwila School District,2022-23,0
17401,3483,Tyee High School,Tyee High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Tyee High School,176,72,0,0,98,Highline School District,2018-19,0.557
17401,3483,Tyee High School,Tyee High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Tyee High School,186,90,0,0,88,Highline School District,2020-21,0.473
17401,3483,Tyee High School,Tyee High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Tyee High School,187,78,0,0,111,Highline School District,2017-18,0.595
17401,3483,Tyee High School,Tyee High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Tyee High School,165,79,0,0,86,Highline School District,2021-22,0.521
17401,3483,Tyee High School,Tyee High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Tyee High School,197,83,0,0,102,Highline School District,2019-20,0.52
17401,3483,Tyee High School,Tyee High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Tyee High School,152,70,0,0,82,Highline School District,2022-23,0.539473684
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,19,0,0,0,18,Wahkiakum School District,2017-18,0.95
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,33,20,0,0,13,Wahkiakum School District,2021-22,0.394
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,34,15,0,0,18,Wahkiakum School District,2019-20,0.543
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,25,0,0,0,20,Wahkiakum School District,2018-19,0.781
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,57,25,0,0,31,Wahkiakum School District,2020-21,0.552
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,22,0,0,0,17,Wahkiakum School District,2016-17,0.786
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,32,16,0,0,16,Wahkiakum School District,2014-15,0.5
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,30,13,0,0,17,Wahkiakum School District,2015-16,0.566666667
35200,3467,Wahkiakum High School,Wahkiakum High School,Wahkiakum School District,Wahkiakum,ESD 112,Wahkiakum School District,Wahkiakum High School,45,25,0,0,20,Wahkiakum School District,2022-23,0.444444444
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,359,111,0,0,230,Walla Walla School District,2018-19,0.642
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,346,145,0,0,163,Walla Walla School District,2020-21,0.471
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,359,132,0,0,192,Walla Walla School District,2019-20,0.534
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,377,154,0,0,189,Walla Walla School District,2021-22,0.501
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,372,103,0,0,243,Walla Walla School District,2016-17,0.652
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,327,83,0,0,208,Walla Walla School District,2017-18,0.635
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,362,111,0,0,251,Walla Walla School District,2022-23,0.693370166
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,395,128,0,0,267,Walla Walla School District,2014-15,0.675949367
36140,3468,Walla Walla High School,Walla Walla High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Walla Walla High School,451,205,0,0,246,Walla Walla School District,2015-16,0.545454545
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,14,14,0,0,6,White Salmon Valley School District,2017-18,0.44
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,11,11,0,0,6,White Salmon Valley School District,2018-19,0.554
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,10,0,0,0,5,White Salmon Valley School District,2019-20,0.475
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,10,0,0,0,6,White Salmon Valley School District,2016-17,0.558
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,10,0,0,0,4,White Salmon Valley School District,2020-21,0.442
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,10,0,0,0,4,White Salmon Valley School District,2021-22,0.368
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,0,0,0,0,0,White Salmon Valley School District,2022-23,0
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,0,0,0,0,0,White Salmon Valley School District,2015-16,0
20405,5077,White Salmon Academy,White Salmon Academy,White Salmon Valley School District,White Salmon Valley,ESD 112,White Salmon Valley School District,White Salmon Academy,0,0,0,0,0,White Salmon Valley School District,2014-15,0
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,10,0,0,0,6,Tukwila School District,2018-19,0.63
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,10,0,0,0,6,Tukwila School District,2016-17,0.631
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,10,0,0,0,8,Tukwila School District,2019-20,0.762
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,10,0,0,0,7,Tukwila School District,2020-21,0.721
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,10,0,0,0,7,Tukwila School District,2021-22,0.654
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,10,0,0,0,7,Tukwila School District,2017-18,0.665
17406,5315,Youthsource,Youthsource,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Youthsource,0,0,0,0,0,Tukwila School District,2022-23,0
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2018-19,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2020-21,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2019-20,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2021-22,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2016-17,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2017-18,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2022-23,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2014-15,
36402,,,,,,United Way of the Blue Mountains,,,,,,,,Prescott School District,2015-16,
